"hs","lalpha","auq1","AUQ2"
"0713394130","BABY LIMA BEANS EXCEPT SEED, ENTERED FOR CONSUMPTION SEPTEMBER 1 TO APRIL 30 OR WITHDRAWN FOR CONSUMPTION AT ANY TIME, DRIED, SHELLED","KG",
"0713394140","LIMA BEANS EXCEPT SEED, ENTERED FOR CONSUMPTION SEPTEMBER 1 TO APRIL 30 OR WITHDRAWN FOR CONSUMPTION AT ANY TIME, DRIED, SHELLED, NESOI","KG",
"0713394150","PINTO BEANS EXCEPT SEED, ENTERED FOR CONSUMPTION SEPTEMBER 1 TO APRIL 30 OR WITHDRAWN FOR CONSUMPTION AT ANY TIME, DRIED, SHELLED","KG",
"0713394160","WHITE BEANS EXCEPT SEED, ENTERED FOR CONSUMPTION SEPTEMBER 1 TO APRIL 30 OR WITHDRAWN FOR CONSUMPTION AT ANY TIME, DRIED, SHELLED, NESOI","KG",
"0713401000","LENTILS, SEEDS OF A KIND USED FOR SOWING, DRIED","KG",
"0713402015","GREEN LENTILS, INCLUDING FRENCH GREEN (DARK SPECKLED),  EXCEPT SEED, DRIED, SHELLED, CERTIFIED ORGANIC","KG",
"0713402020","GREEN LENTILS, INCLUDING FRENCH GREEN (DARK SPECKLED),  EXCEPT SEED, DRIED, SHELLED, NESOI","KG",
"0713402030","RED LENTILS, DRIED, SHELLED, NESOI","KG",
"0713402080","LENTILS, DRIED, SHELLED, EXCEPT SEEDS USED FOR SOWING, NESOI","KG",
"0713501000","BROAD BEAN (VICIA FABA VAR. MAJOR) AND HORSE BEAN (VICIA FABA VAR. EQUINA AND VICIA FABA VAR. MINOR) SEEDS OF A KIND USED FOR SOWING, DRIED","KG",
"0713502000","BROAD BEANS (VICIA FABA VAR. MAJOR) AND HORSE BEANS (VICIA FABA VAR. EQUINE AND VICIA FABA VAR. MINOR), DRIED, SHELLED, NESOI","KG",
"0713601000","PIGEON PEAS (CAJANUS CAJAN) OF A KIND USED FOR SOWING","KG",
"0713606000","PIGEON PEAS, EXCEPT SEEDS FOR SOWING, ENTERED FOR CONSUMPTION MAY 1 TO AUGUST 31, SHELLED","KG",
"0713608000","PIGEON PEAS EXCEPT SEEDS FOR SOWING, ENTERED FOR CONSUMPTION SEPT 1 TO APRIL 30 OR WITHDRAWN FOR CONSUMPTION AT ANY TIME, SHELLED","KG",
"0713901100","DRIED LEGUMINOUS VEGETABLE SEEDS OF A KIND USED FOR SOWING, NESOI","KG",
"0713905000","GUAR SEEDS EXCEPT FOR SOWING, DRIED SHELLED","KG",
"0713906100","DRIED LEGUMINOUS VEGETABLES EXCEPT SEEDS FOR SOWING, ENTERED FOR CONSUMPTION MAY 1 TO AUGUST 31, SHELLED, NESOI","KG",
"0713908100","DRIED LEGUMINOUS VEGGIES EXCEPT SEEDS FOR SOWING, ENTERED FOR CONSUMPTION SEPT 1 TO APRIL 30 OR WITHDRAWN FOR CONSUMPTION AT ANY TIME, SHELLED, NESOI","KG",
"0714101000","CASSAVA (MANIOC) FROZEN","KG",
"0714102000","CASSAVA (MANIOC) FRESH, CHILLED OR DRIED, WHETHER OR NOT SLICED OR IN THE FORM OF PELLETS","KG",
"0714201000","SWEET POTATOES, FROZEN, WHETHER OR NOT SLICED OR IN THE FORM OF PELLETS","KG",
"0714202000","SWEET POTATOES, FRESH, CHILLED OR DRIED, WHETHER OR NOT SLICED OR IN THE FORM OF PELLETS","KG",
"0714301000","YAMS, FRESH OR CHILLED, WHETHER OR NOT SLICED","KG",
"0714302000","YAMS, FROZEN, WHETHER OR NOT SLICED","KG",
"0714305000","YAMS, IN THE FORM OF PELLETS","KG",
"0714306000","YAMS, DRIED OTHER THAN IN PELLET FORM","KG",
"0714401001","TARO(COLOCASIA), FRESH OR CHILLED, WHETHER OR NOT SLICED OR IN THE FORM OF PELLETS","KG",
"0714402000","TARO (COLOCASIA SPP.), FROZEN, WHETHER OR NOT SLICED","KG",
"0714405000","TARO, IN THE FORM OF PELLETS","KG",
"0714406000","TARO, DRIED, NOT IN PELLET FORM","KG",
"0714501000","YAUTIA (XANTHOSOMA SPP.), FRESH OR CHILLED, WHETHER OR NOT SLICED","KG",
"0714502000","YAUTIA (XANTHOSOMA SPP.), FROZEN, WHETHER OR NOT SLICED","KG",
"0714505000","YAUTIA, IN THE FORM OF PELLETS","KG",
"0714506000","YAUTIA, DRIED, NOT IN PELLET FORM","KG",
"0714900500","CHINESE WATER CHESTNUTS, FRESH OR CHILLED","KG",
"0714903900","ROOTS AND TUBERS WITH HIGH STARCH OR INULIN CONTENT, FRESH OR CHILLED, WHETHER OR NOT SLICED, NESOI","KG",
"0714904100","MIXTURES OF PEA PODS AND CHINESE WATER CHESTNUTS,  FROZEN","KG",
"0714904200","CHINESE WATER CHESTNUT MIXTURES, FROZEN, NESOI","KG",
"0714904400","CHINESE  WATER CHESTNUTS, NOT MIXED, FROZEN","KG",
"0714904600","ROOTS AND TUBERS WITH HIGH STARCH OR INULIN CONTENT, FROZEN, WHETHER OR NOT SLICED OR IN PELLETS, NESOI","KG",
"0714904800","CHINESE WATER CHESTNUTS, DRIED, WHETHER OR NOT SLICED OR IN THE FORM OF  PELLETS","KG",
"0714905100","ROOTS AND TUBERS WITH HIGH STARCH OR INULIN CONTENT, IN THE FORM OF PELLETS, NESOI","KG",
"0714906100","SAGO PITH; ROOTS AND TUBERS, DRIED, NOT IN PELLET FORM","KG",
"0801110000","COCONUTS, DESICCATED","KG",
"0801120000","COCONUTS, IN THE INNER SHELL (ENDOCARP)","KG",
"0801190120","COCONUTS, FRESH, IN SHELL","KG",
"0801190140","COCONUTS, FRESH, SHELLED","KG",
"0801210000","BRAZIL NUTS, FRESH OR DRIED, IN SHELL","KG",
"0801220000","BRAZIL NUTS, FRESH OR DRIED, SHELLED","KG",
"0801310000","CASHEW NUTS, FRESH OR DRIED, IN SHELL","KG",
"0801320000","CASHEW NUTS, FRESH OR DRIED, SHELLED","KG",
"0802110000","ALMONDS, FRESH OR DRIED, IN SHELL","KG",
"0802120005","CERTIFIED ORGANIC ALMONDS, FRESH OR DRIED, SHELLED","KG",
"0802120015","ALMONDS, FRESH OR DRIED, SHELLED","KG",
"0802210000","HAZELNUTS OR FILBERTS (CORYLUS SPP.) FRESH OR DRIED, IN SHELL","KG",
"0802220000","HAZELNUTS OR FILBERTS (CORYLUS SPP.) FRESH OR DRIED, SHELLED","KG",
"0802310000","WALNUTS, FRESH OR DRIED, IN SHELL","KG",
"0802320000","WALNUTS, FRESH OR DRIED, SHELLED","KG",
"0802410000","CHESTNUTS (CASTANEA SPP.) FRESH OR DRIED, IN SHELL","KG",
"0802420000","CHESTNUTS (CASTANEA SPP.) FRESH OR DRIED, SHELLED","KG",
"0802510000","PISTACHIOS, FRESH OR DRIED, IN SHELL","KG",
"0802520000","PISTACHIOS, FRESH OR DRIED, SHELLED","KG",
"0802610000","MACADAMIA NUTS IN SHELL, FRESH OR DRIED","KG",
"0802620000","MACADAMIA NUTS SHELLED, FRESH OR DRIED","KG",
"0802701000","KOLA NUTS (COLA SPP.), FRESH OR DRIED, IN SHELL","KG",
"0802702000","KOLA NUTS, FRESH OR DRIED, SHELLED","KG",
"0802801000","ARECA NUTS (COLA SPP.), FRESH OR DRIED, IN SHELL","KG",
"0802802000","ARECA NUTS, FRESH OR DRIED, SHELLED","KG",
"0802901000","PECANS, FRESH OR DRIED, IN SHELL","KG",
"0802901500","PECANS, FRESH OR DRIED, SHELLED","KG",
"0802902000","PIGNOLIA, FRESH OR DRIED, IN SHELL","KG",
"0802902500","PIGNOLIA, FRESH OR DRIED, SHELLED","KG",
"0802908200","NUTS, FRESH OR DRIED, IN SHELL, NESOI","KG",
"0802909800","NUTS, FRESH OR DRIED, SHELLED, NESOI","KG",
"0803101000","PLANTAINS, FRESH","KG",
"0803102000","PLANTAINS, DRIED","KG",
"0803900025","CERTIFIED ORGANIC BANANAS","KG",
"0803900035","BANANAS, FRESH","KG",
"0803900045","BANANAS, DRIED","KG",
"0804102000","DATES, WHOLE, WITH OR WITHOUT PITS, FRESH OR DRIED, PACKED IN UNITS WEIGHING (WITH THE IMMEDIATE CONTAINER, IF ANY) NOT MORE THAN 4.6KG","KG",
"0804104000","DATES, WHOLE, WITH PITS, FRESH OR DRIED, NESOI","KG",
"0804106000","DATES, WHOLE, WITH PITS REMOVED, FRESH OR DRIED, NESOI","KG",
"0804108000","DATES, FRESH OR DRIED, EXCEPT WHOLE","KG",
"0804204000","FIGS, WHOLE, FRESH OR DRIED, IN IMMEDIATE CONTAINERS WEIGHING WITH THEIR CONTENTS OVER 0.5KG EACH","KG",
"0804206000","FIGS, WHOLE, FRESH OR DRIED, NESOI","KG",
"0804208000","FIGS, FRESH OR DRIED, EXCEPT WHOLE","KG",
"0804302000","PINEAPPLES, FRESH OR DRIED, NOT REDUCED IN SIZE, IN BULK","KG",
"0804304000","PINEAPPLES, FRESH OR DRIED, NOT REDUCED IN SIZE, IN CRATES OR OTHER PACKAGES","KG",
"0804306000","PINEAPPLES, FRESH OR DRIED, REDUCED IN SIZE","KG",
"0804400020","HASS AVOCADOS AND AVOCADOS DETERMINED BY THE SECRETARY OF AGRICULTURE TO BE HASS-LIKE, CERTIFIED ORGANIC, FRESH OR DRIED","KG",
"0804400040","HASS AVOCADOS AND AVOCADOS DETERMINED BY THE SECRETARY OF AGRICULTURE TO BE HASS-LIKE, FRESH OR DRIED, OTHER THAN CERTIFIED ORGANIC","KG",
"0804400090","AVOCADOS, FRESH OR DRIED, OTHER","KG",
"0804504045","CERTIFIED ORGANIC MANGOES, FRESH, IF ENTERED DURING THE PERIOD FROM SEPTEMBER 1, IN ANY YEAR, TO THE FOLLOWING MAY 31, INCLUSIVE","KG",
"0804504055","MANGOES, FRESH, IF ENTERED DURING THE PERIOD FROM SEPTEMBER 1, IN ANY YEAR, TO THE FOLLOWING MAY 31, INCLUSIVE","KG",
"0804504080","GUAVAS AND MANGOSTEENS, FRESH, IF ENTERED DURING  THE PERIOD FROM SEPTEMBER 1, IN ANY YEAR, TO THE FOLLOWING MAY 31, INCLUSIVE","KG",
"0804506045","CERTIFIED ORGANIC MANGOES FRESH, IF ENTERED DURING THE PERIOD FROM JUNE 1 TO AUGUST 31, OF THE FOLLOWING YEAR, INCLUSIVE","KG",
"0804506055","MANGOES FRESH, IF ENTERED DURING THE PERIOD FROM JUNE 1 TO AUGUST 31, OF THE FOLLOWING YEAR, INCLUSIVE","KG",
"0804506080","GUAVAS AND MANGOSTEENS, FRESH, IF ENTERED DURING THE PERIOD FROM JUNE 1 TO AUGUST 31, OF THE FOLLOWIING YEAR, INCLUSIVE","KG",
"0804508010","MANGOES, DRIED","KG",
"0804508090","GUAVAS AND MANGOSTEENS, DRIED","KG",
"0805100020","ORANGES, TEMPLE, FRESH OR DRIED","KG",
"0805210010","TANGERINES, FRESH OR DRIED","KG",
"0805210090","MANDARINS (INCLUDING SATSUMAS), FRESH OR DRIED, NESOI","KG",
"0805220000","CLEMENTINES, FRESH OR DRIED, NESOI","KG",
"0805290000","WILKINGS AND SIMILAR CITRUS HYBRIDS, FRESH OR DRIED, NESOI","KG",
"0805502010","LEMONS (CITRUS LIMON, CITRUS LIMONUM), CERTIFIED ORGANIC, FRESH OR DRIED","KG",
"0805502050","LEMONS (CITRUS LIMON, CITRUS LIMONUM), FRESH OR DRIED, NESOI","KG",
"0805900100","CITRUS FRUITS, FRESH OR DRIED, INCLUDING KUMQUATS, CITRONS, BERGAMOTS AND OTHERS, NESOI","KG",
"0806201010","CURRANTS MADE FROM SEEDLESS GRAPES","KG",
"0806201020","SULTANAS MADE FROM SEEDLESS GRAPES","KG",
"0806201090","RAISINS MADE FROM SEEDLESS GRAPES, NESOI","KG",
"0806202000","RAISINS MADE FROM GRAPES WITH SEEDS","KG",
"0806209000","GRAPES, DRIED, NESOI","KG",
"0807191000","CANTALOUPES, FRESH, IF ENTERED DURING THE PERIOD FROM AUGUST 1 TO SEPTEMBER 15, INCLUSIVE, IN ANY YEAR","KG",
"0807192000","CANTALOUPES, FRESH, IF ENTERED DURING THE PERIOD FROM SEPTEMBER 16 TO JULY 31, INCLUSIVE, OF THE FOLLOWING YEAR","KG",
"0807195000","OGEN AND GALIA MELONS, FRESH, IF ENTERED DURING THE PERIOD FROM DECEMBER 1, IN ANY YEAR, TO THE FOLLOWING MAY 31, INCLUSIVE","KG",
"0807196000","OGEN AND GALIA MELONS, FRESH, IF ENTERED DURING THE PERIOD FROM JUNE 1 TO NOVEMBER 30, IN ANY YEAR, INCLUSIVE","KG",
"0807197000","MELONS, FRESH, IF ENTERED DURING THE PERIOD FROM DECEMBER 1, IN ANY YEAR, TO THE FOLLOWING MAY 31, INCLUSIVE, NESOI","KG",
"0807198000","MELONS, FRESH, IF ENTERED DURING THE PERIOD FROM JUNE 1 TO NOVEMBER 30, IN ANY YEAR, INCLUSIVE, NESOI","KG",
"0807200000","PAPAYAS (PAPAWS) FRESH","KG",
"0808100045","APPLES, CERTIFIED ORGANIC, VALUED OVER 22 CENTS PER KILOGRAM, FRESH","KG",
"0808100065","APPLES, VALUED OVER 22 CENTS PER KILOGRAM, FRESH, OTHER THAN CERTIFIED ORGANIC","KG",
"0808302015","PEARS, CERTIFIED ORGANIC, ENTERED DURING THE PERIOD FROM APRIL 1 TO JUNE 30, INCLUSIVE, IN ANY YEAR, FRESH","KG",
"0808302025","PEARS, ENTERED DURING THE PERIOD FROM APRIL 1 TO JUNE 30, INCLUSIVE, IN ANY YEAR, FRESH, OTHER THAN CERTIFIED ORGANIC","KG",
"0808304015","PEARS, CERTIFIED ORGANIC, ENTERED DURING THE PERIOD FROM JULY 1 OF ANY YEAR TO MARCH 31 OF THE FOLLOWING YEAR, FRESH","KG",
"0808304025","PEARS, ENTERED DURING THE PERIOD FROM JULY 1 OF ANY YEAR TO MARCH 31 OF THE FOLLOWING YEAR, FRESH, OTHER THAN CERTIFIED ORGANIC","KG",
"0808402015","QUINCES, CERTIFIED ORGANIC, ENTERED DURING THE PERIOD FROM APRIL 1 TO JUNE 30, INCLUSIVE, IN ANY YEAR, FRESH","KG",
"0808402025","QUINCES, ENTERED DURING THE PERIOD FROM APRIL 1 TO JUNE 30, INCLUSIVE, IN ANY YEAR, FRESH, OTHER THAN CERTIFIED ORGANIC","KG",
"0808404015","QUINCES, CERTIFIED ORGANIC, ENTERED DURING THE PERIOD FROM JULY 1 OF ANY YEAR TO MARCH 31 OF THE FOLLOWING YEAR, FRESH","KG",
"0808404025","QUINCES, ENTERED DURING THE PERIOD FROM JULY 1 OF ANY YEAR TO MARCH 31 OF THE FOLLOWING YEAR, FRESH, OTHER THAN CERTIFIED ORGANIC","KG",
"0809100000","APRICOTS, FRESH","KG",
"0809210000","SOUR CHERRIES (PRUNUS CERASUS), FRESH","KG",
"0809402000","PLUMS (INCLUDING PRUNE PLUMS) AND SLOES, FRESH, IF ENTERED DURING THE PERIOD FROM JANUARY 1 TO MAY 31, INCLUSIVE, IN ANY YEAR","KG",
"0809404000","PLUMS (INCLUDING PRUNE PLUMS) AND SLOES, FRESH, IF ENTERED DURING THE PERIOD FROM JUNE 1 TO DECEMBER 31, INCLUSIVE, IN ANY YEAR","KG",
"0810300000","CURRANTS, BLACK, WHITE OR RED, GOOSEBERRIES (OTHER THAN KIWI FRUIT), AND OTHER BERRIES; TAMARINDS, FRESH","KG",
"0810400024","BLUEBERRIES, WILD, FRESH","KG",
"0810400026","BLUEBERRIES, CERTIFIED ORGANIC, CULTIVATED (INCLUDING HIGHBUSH), FRESH","KG",
"0810400029","BLUEBERRIES, CULTIVATED (INCLUDING HIGHBUSH), FRESH, OTHER THAN CERTIFIED ORGANIC","KG",
"0810400030","CRANBERRIES, FRESH","KG",
"0810400040","FRUITS OF THE GENUS VACCINIUM, FRESH, NESOI","KG",
"0810500000","KIWI FRUIT, FRESH","KG",
"0810600000","DURIANS, FRESH","KG",
"0810700000","PERSIMMONS, FRESH","KG",
"0810902730","TAMARINDS, FRESH","KG",
"0810902760","BERRIES, FRESH, NESOI","KG",
"0810904600","FRUITS, FRESH, NESOI","KG",
"0811100020","STRAWBERRIES, UNCOOKED OR COOKED BY STEAMING OR BOILING IN WATER, FROZEN, WHETHER OR NOT SWEETENED, IN IMMEDIATE CONTAINERS EACH NOT OVER 1.2 LITERS","KG",
"0811100050","STRAWBERRIES, UNCOOKD OR COOKD BY STEAMNG OR BOILING IN WATER, FROZEN, IN CONTAINERS EACH HOLDING OVER 1.2 LITERS, NOT OVER 25% CANE/BEET SUGAR","KG",
"0811100060","STRAWBERRIES UNCOOKD OR COOKD BY STEAMNG OR BOILING IN WATER, FROZEN, IN CONTAINERS EACH HOLDING OVER 2.1 LITERS, CONTAINNG OVER 25% CANE/BEET SUGAR","KG",
"0811100070","STRAWBERRIES, UNCOOKED/COOKED BY STEAMING OR BOILING IN WATER, FROZEN, IN IMMEDIATE CONTAINERS EACH MORE THAN 1.2 LITERS, NESOI","KG",
"0811202025","RASPBERRIES, RED, FROZEN, UNCOOKED OR COOKED BY BOILING OR STEAMING IN WATER, WHETHER OR NOT SWEETENED","KG",
"0811202035","RASPBERRIES, FROZEN, UNCOOKED OR COOKED BY BOILING OR STEAMING IN WATER, WHETHER OR NOT SWEETENED, EXCLUDING RED RASPBERRIES","KG",
"0811202040","LOGANBERRIES, BLACK CURRANTS AND GOOSEBERRIES (OTHER THAN KIWI FRUIT) UNCOOKED OR COOKED BY STEAMING OR BOILING IN WATER, FROZEN, WHETHER OR NOT SWTN","KG",
"0811204030","BLACKBERRIES, UNCOOKED OR COOKED BY STEAMING OR BOILING IN WATER, FROZEN","KG",
"0811204090","MULBERRIES AND WHITE OR RED CURRANTS, UNCOOKED OR COOKED BY STEAMING OR BOILING IN WATER, FROZEN","KG",
"0811901000","BANANAS AND PLANTAINS, UNCOOKED OR COOKED BY STEAMING OR BOILING IN WATER, FROZEN, WHETHER OR NOT SWEETENED","KG",
"0811902024","BLUEBERRIES, WILD, FROZEN, UNCOOKED OR COOKED BY STEAMING OR BOILING IN WATER, WHETHER OR NOT CONTAINING ADDED SUGAR OR OTHER SWEETENING MATTER","KG",
"0811902030","BLUEBERRIES, CERTIFIED ORGANIC, CULTIVATED (INCLUDING HIGHBUSH), FROZEN, UNCOOKED OR COOKED BY STEAMING OR BOILING IN WATER","KG",
"0811902040","BLUEBERRIES, CULTIVATED (INCLUDING HIGHBUSH), FROZEN, UNCOOKED OR COOKED BY STEAMING OR BOILING IN WATER, NESOI","KG",
"0811902200","BOYSENBERRIES, UNCOOKED OR COOKED BY STEAMING OR BOILING IN WATER, FROZEN, WHETHER OR NOT SWEETENED","KG",
"0811902500","CASHEW APPLES, MAMEYES COLORADOS, SAPODILLA, SOURSOUPS AND SWEETSOPS, UNCOOKED OR COOKED BY STEAMING OR BOILING IN WATER, FROZEN, WHETHER OR NT SWEETN","KG",
"0811903000","COCONUT MEAT, UNCOOKED OR COOKED BY BOILING OR STEAMING IN WATER, FROZEN, WHETHER OR NOT SWEETENED","KG",
"0811903500","CRANBERRIES (VACCINIUM MACROCARPUM) UNCOOKED OR COOKED BY STEAMING OR BOILING IN WATER, FROZEN, WHETHER OR NOT SWEETENED","KG",
"0811904000","PAPAYAS, UNCOOKED OR COOKED BY STEAMING OR BOILING IN WATER, FROZEN, WHETHER OR NOT SWEETENED","KG",
"0811905000","PINEAPPLES, UNCOOKED OR COOKED BY STEAMING OR BOILING IN WATER, FROZEN, WHETHER OR NOT SWEETENED","KG",
"0811905200","MANGOES, UNCOOKED OR COOKED BY STEAMING OR BOILING IN WATER, WHETHER OR NOT SWEETENED, FROZEN","KG",
"0811905500","MELONS, UNCOOKED OR COOKED BY STEAMING OR BOILING IN WATER, FROZEN, WHETHER OR NOT SWEETENED","KG",
"0811908040","CHERRIES, SWEET VARIETIES, UNCOOKED OR COOKED BY STEAMING OR BOILING IN WATER, FROZEN, WHETHER OR NOT SWEETENED","KG",
"0811908060","CHERRIES, TART VARIETIES, UNCOOKED OR COOKED BY STEAMING OR BOILING IN WATER, FROZEN, WHETHER OR NOT SWEETENED","KG",
"0811908080","FRUITS AND NUTS, UNCOOKED OR COOKED BY STEAMING OR BOILING IN WATER, WHETHER OR NOT SWEETENED, FROZEN, NESOI","KG",
"0812100000","CHERRIES, PROVISIONALLY PRESERVED, BUT UNSUITABLE IN THAT STATE FOR IMMEDIATE CONSUMPTION","KG",
"0812901000","MIXTURES OF TWO OR MORE FRUITS, PROVISIONALLY PRESERVED, BUT UNSUITABLE IN THAT STATE FOR IMMEDIATE CONSUMPTION","KG",
"0812902000","CITRUS FRUIT, PROVISIONALLY PRESERVED, BUT UNSUITABLE IN THAT STATE FOR IMMEDIATE CONSUMPTION","KG",
"0812903000","FIGS, PROVISIONALLY PRESERVED, BUT UNSUITABLE IN THAT STATE FOR IMMEDIATE CONSUMPTION","KG",
"0812904000","PINEAPPLES, PROVISIONALLY PRESERVED, BUT UNSUITABLE IN THAT STATE FOR IMMEDIATE CONSUMPTION","KG",
"0812905000","STRAWBERRIES, PROVISIONALLY PRESERVED, BUT UNSUITABLE IN THAT STATE FOR IMMEDIATE CONSUMPTION","KG",
"0812909000","FRUIT AND NUTS, PROVISIONALLY PRESERVED, BUT UNSUITABLE IN THAT STATE FOR IMMEDIATE CONSUMPTION, NESOI","KG",
"0813100000","APRICOTS, DRIED","KG",
"0813201000","PRUNES SOAKED IN BRINE AND DRIED","KG",
"0813202000","PRUNES, DRIED, NESOI","KG",
"0813300000","APPLES, DRIED","KG",
"0813401000","PAPAYAS, DRIED","KG",
"0813401500","BARBERRIES, DRIED","KG",
"0813402010","WILD BLUEBERRIES, DRIED","KG",
"0813402020","BLUEBERRIES, CULTIVATED (INCLUDING HIGHBUSH), DRIED","KG",
"0813402060","BERRIES, DRIED, EXCEPT BARBERRIES AND BLUEBERRIES","KG",
"0813404000","PEACHES, DRIED","KG",
"0813408000","TAMARINDS, DRIED","KG",
"0813409000","FRUIT, DRIED, OTHER THAN THAT OF HEADINGS 0801 TO 0806, NESOI","KG",
"0813500020","MIXTURES CONTAINING ONLY DRIED FRUITS OF CHAPTER 8","KG",
"0813500040","MIXTURES CONTAINING ONLY NUTS OF CHAPTER 8","KG",
"0813500060","MIXTURES OF NUTS OR DRIED FRUITS OF CHAPTER 8, NESOI","KG",
"0814001000","PEEL OF CITRUS FRUIT, ORANGE OR CITRON, FRESH, FROZEN, DRIED OR PROVISIONALLY PRESERVED","KG",
"0814004000","LIME PEEL, FRESH, FROZEN, DRIED OR PROVISIONALLY PRESERVED","KG",
"0814008000","PEEL OF CITRUS FRUIT OR MELONS (INCLUDING WATERMELONS) FRESH, FROZEN, DRIED OR PROVISIONALLY PRESERVED, NESOI","KG",
"0901110015","COFFEE, CERTIFIED ORGANIC, ARABICA, NOT DECAFFEINATED, NOT ROASTED","KG",
"0901110025","COFFEE, ARABICA, OTHER THAN CERTIFIED ORGANIC, NOT DECAFFEINATED, NOT ROASTED","KG",
"0901110045","COFFEE, CERTIFIED ORGANIC, NOT ARABICA, NOT DECAFFEINATED, NOT ROASTED","KG",
"0901110055","COFFEE, OTHER THAN CERTIFIED ORGANIC, NOT ARABICA, NOT DECAFFEINATED, NOT ROASTED","KG",
"0901120015","COFFEE, CERTIFIED ORGANIC, DECAFFEINATED, NOT ROASTED","KG",
"0901120025","COFFEE, DECAFFEINATED, OTHER THAN CERTIFIED ORGANIC, NOT ROASTED","KG",
"0901210035","COFFEE, CERTIFIED ORGANIC, IN RETAIL CONTAINERS WEIGHING 2 KG OR LESS, ROASTED, NOT DECAFFEINATED","KG",
"0901210045","COFFEE, IN RETAIL CONTAINERS WEIGHING 2 KG OR LESS, ROASTED, OTHER THAN CERTIFIED ORGANIC, NOT DECAFFEINATED","KG",
"0901210055","COFFEE, CERTIFIED ORGANIC, ROASTED, NOT IN RETAIL CONTAINERS WEIGHING 2 KG OR LESS, NOT DECAFFEINATED","KG",
"0901210065","COFFEE, ROASTED, OTHER THAN CERTIFIED ORGANIC, NOT IN RETAIL CONTAINERS WEIGHING 2 KG OR LESS, NOT DECAFFEINATED","KG",
"0901220035","COFFEE, CERTIFIED ORGANIC, IN RETAIL CONTAINERS WEIGHING 2 KG OR LESS, DECAFFEINATED, ROASTED","KG",
"0901220045","COFFEE, IN RETAIL CONTAINERS WEIGHING 2 KG OR LESS, DECAFFEINATED, ROASTED, OTHER THAN CERTIFIED ORGANIC","KG",
"0901220060","COFFEE, ROASTED, DECAFFEINATED, NESOI","KG",
"0901901000","COFFEE HUSKS AND SKINS","KG",
"0901902000","COFFEE SUBSTITUTES CONTAINING COFFEE IN ANY PROPORTION","KG",
"0902101015","GREEN TEA (NOT FERMENTED), CERTIFIED ORGANIC, FLAVORED, IN IMMEDIATE PACKINGS OF A CONTENT NOT EXCEEDING 3 KG","KG",
"0902101050","GREEN TEA (NOT FERMENTED), FLAVORED, IN IMMEDIATE PACKINGS OF A CONTENT NOT EXCEEDING 3 KG, OTHER THAN CERTIFIED ORGANIC","KG",
"0902109015","GREEN TEA (NOT FERMENTED), CERTIFIED ORGANIC, IN IMMEDIATE PACKINGS OF A CONTENT NOT EXCEEDING 3KG, NOT FLAVORED","KG",
"0902109050","GREEN TEA (NOT FERMENTED), IN IMMEDIATE PACKINGS OF A CONTENT NOT EXCEEDING 3KG, OTHER THAN CERTIFIED ORGANIC, NOT FLAVORED","KG",
"0902201000","GREEN TEA (NOT FERMENTED), FLAVORED, NESOI","KG",
"0902209015","GREEN TEA (NOT FERMENTED), CERTIFIED ORGANIC, NOT FLAVORED, NOT IN IMMEDIATE PACKINGS OF A CONTENT NOT EXCEEDING 3 KG","KG",
"0902209050","GREEN TEA (NOT FERMENTED), OTHER THAN CERTIFIED ORGANIC, NOT FLAVORED, NOT IN IMMEDIATE PACKINGS OF A CONTENT NOT EXCEEDING 3 KG","KG",
"0902300015","BLACK TEA (FERMENTED) AND PARTLY FERMENTED TEA, CERTIFIED ORGANIC, IN TEA BAGS, IN IMMEDIATE PACKINGS OF A CONTENT NOT EXCEEDING 3 KG","KG",
"0902300050","BLACK TEA (FERMENTED) AND PARTLY FERMENTED TEA, IN TEA BAGS, IN IMMEDIATE PACKINGS OF A CONTENT NOT EXCEEDING 3 KG, OTHER THAN CERTIFIED ORGANIC","KG",
"0902300090","BLACK TEA (FERMENTED) AND PARTLY FERMENTED TEA, IN IMMEDIATE PACKINGS OF A CONTENT NOT EXCEEDING 3KG, NESOI","KG",
"0902400000","BLACK TEA (FERMENTED) AND OTHER PARTLY FERMENTED TEA, NESOI","KG",
"0903000000","MATE","KG",
"0904110020","PEPPER OF THE GENUS PIPER, NEITHER CRUSHED NOR GROUND, BLACK","KG",
"0904110040","PEPPER OF THE GENUS PIPER, NEITHER CRUSHED NOR GROUND, WHITE","KG",
"0904120000","PEPPER OF THE GENUS PIPER, CRUSHED OR GROUND","KG",
"0904212000","PAPRIKA (GENUS CAPSICUM), DRIED, NEITHER CRUSHED NOR GROUND","KG",
"0904214000","ANAHEIM AND ANCHO PEPPER (GENUS CAPSICUM), DRIED, NEITHER CRUSHED OR GROUND","KG",
"0904216010","BELL PEPPERS (GENUS CAPSICUM), DRIED OR CRUSHED BUT NOT GROUND","KG",
"0904216020","JALAPENO PEPPERS (GENUS CAPSICUM), DRIED OR CRUSHED BUT  NOT GROUND","KG",
"0904216090","FRUITS OF THE GENUS CAPSICUM, DRIED OR CRUSHED BUT NOT GROUND, NESOI","KG",
"0904218000","FRUITS OF THE GENUS PIMENTA (INCLUDING ALLSPICE) DRIED NEITHER CRUSHED NOR GROUND","KG",
"0904222000","PAPRIKA (GENUS CAPSICUM), CRUSHED OR GROUND","KG",
